sample_name,uploader,upload_date,overall_job_status,runtime_seconds,total_reads,nonhost_reads,nonhost_reads_percent,total_ercc_reads,subsampled_fraction,quality_control,compression_ratio,sample_type,nucleotide_type,collection_location,host_genome,notes
CMS002_017c_Rb_S124_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,23024.0,66242378,162094,0.245,59528,1.0,25.903,1.52,whole,RNA,"32.5542907, -117.0482800",Mosquito,"- id_method : Freeze
- genus_species: Ae. Egypti
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: HLC then added to rna shield"
CMS002_017d_Rb_S125_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,29647.0,50709076,263722,0.52,16458,1.0,44.079,1.37,whole,RNA,"32.5542907, -117.0482800",Mosquito,"- id_method : Freeze
- genus_species: Ae. Egypti
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: HLC then added to rna shield"
CMS002_017e_Rb_S126_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,21519.0,61930896,13054,0.021,21374,1.0,4.469,1.33,whole,RNA,"32.5542907, -117.0482800",Mosquito,"- id_method : Freeze
- genus_species: Ae. Egypti
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: HLC then added to rna shield"
CMS002_018a_Rb_S128_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,25655.0,53659794,32974,0.061,2396,1.0,2.425,1.36,whole,RNA,"32.6952215, -117.1221922",Mosquito,"- id_method : Freeze
- genus_species: Ae. Egypti
- Number of mosquitos: 2
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 2 mosquitoes
id_method: HLC then added to rna shield"
CMS002_018b_Rb_S129_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,24061.0,89837146,219176,0.244,80804,1.0,26.811,1.72,whole,RNA,"32.6952215, -117.1221922",Mosquito,"- id_method : Freeze
- genus_species: Ae. Egypti
- Number of mosquitos: 2
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 2 mosquitoes
id_method: HLC then added to rna shield"
CMS002_019a_Rb_S130_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,27698.0,71919820,210562,0.293,50604,1.0,30.583,1.78,whole,RNA,"32.760258, -117.0813933",Mosquito,"- id_method : Freeze
- genus_species: Ae. Egypti
- Number of mosquitos: 1
- Sex: female
- Blood fed: N
id_method: HLC then added to rna shield"
CMS002_020a_Rb_S131_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,44852.0,66177444,744862,1.126,13426,1.0,48.613,2.11,whole,RNA,"32.9407491, -1172165239",Mosquito,"- id_method : Freeze
- genus_species: Cs. Particeps
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: HLC then added to rna shield"
CMS002_020b_Rb_S132_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,35783.0,119173142,264600,0.222,12138,1.0,38.181,4.9,whole,RNA,"32.9407491, -1172165239",Mosquito,"- id_method : Freeze
- genus_species: Cs. Particeps
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: HLC then added to rna shield"
CMS002_020c_Rb_S133_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,42929.0,126641370,322644,0.255,26980,1.0,30.755,5.1,whole,RNA,"32.9407491, -1172165239",Mosquito,"- id_method : Freeze
- genus_species: Cs. Particeps
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: HLC then added to rna shield"
CMS002_020d_Rb_S134_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,25082.0,31922362,158114,0.495,2984,1.0,35.689,2.74,whole,RNA,"32.9407491, -1172165239",Mosquito,"- id_method : Freeze
- genus_species: Cs. Particeps
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap then added to rna shield"
CMS002_020e_Rb_S135_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,36021.0,74164868,436078,0.588,22170,1.0,55.879,3.35,whole,RNA,"32.9407491, -1172165239",Mosquito,"- id_method : Freeze
- genus_species: Cs. Particeps
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap then added to rna shield"
CMS002_021a_Rb_S136_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,50191.0,94039124,1100040,1.17,8050,1.0,60.991,2.49,whole,RNA,"32.9407491, -1172165239",Mosquito,"- id_method : Freeze
- genus_species: Cs. Particeps
- Number of mosquitos: 1
- Sex: female
- Blood fed: N
id_method: Light trap then added to rna shield"
CMS002_022a_Rb_S137_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,27615.0,94157694,91574,0.097,15692,1.0,12.904,2.05,whole,RNA,"32.552783, -117.0559469",Mosquito,"- id_method : Freeze
- genus_species: Cx. Quing
- Number of mosquitos: 2
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 2 mosquitoes
id_method: Light trap then added to rna shield"
CMS002_023a_Rb_S138_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,21432.0,54787968,103350,0.189,21486,1.0,22.605,1.61,whole,RNA,"32.5928337, -117.0575668",Mosquito,"- id_method : Freeze
- genus_species: Cx. Quing
- Number of mosquitos: 1
- Sex: female
- Blood fed: N
id_method: Light trap then added to rna shield"
CMS002_025a_Rb_S140_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,17145.0,18885656,2188,0.012,80464,1.0,37.414,1.31,whole,RNA,"32.5928337, -117.0575668",Mosquito,"- id_method : TEA
- genus_species: Ae. Aegypti
- Number of mosquitos: 6
- Blood fed: N
Mosquito selected from a pool of 6 mosquitoes; tube contained beads and broken up parts
id_method: Light trap then added to rna shield"
CMS002_025b_Rb_S141_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,16515.0,25645770,1006,0.004,130776,1.0,28.382,1.28,whole,RNA,"33.954615, -117.693828",Mosquito,"- id_method : TEA
- genus_species: Ae. Aegypti
- Number of mosquitos: 6
- Blood fed: N
Mosquito selected from a pool of 6 mosquitoes; tube contained beads and broken up parts
id_method: Light trap then added to rna shield"
CMS002_025c_Rb_S142_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,19908.0,85740778,1930,0.002,94,1.0,7.288,1.4,whole,RNA,"33.954615, -117.693828",Mosquito,"- id_method : TEA
- genus_species: Ae. Aegypti
- Number of mosquitos: 6
- Blood fed: N
Mosquito selected from a pool of 6 mosquitoes; tube contained beads and broken up parts
id_method: Light trap then added to rna shield"
CMS002_025d_Rb_S143_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,16379.0,35087042,858,0.002,44038,1.0,7.214,1.34,whole,RNA,"33.954615, -117.693828",Mosquito,"- id_method : TEA
- genus_species: Ae. Aegypti
- Number of mosquitos: 6
- Blood fed: N
Mosquito selected from a pool of 6 mosquitoes; tube contained beads and broken up parts
id_method: Light trap then added to rna shield"
CMS002_025e_Rb_S144_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,21277.0,88720312,4848,0.005,96904,1.0,5.736,1.4,whole,RNA,"33.954615, -117.693828",Mosquito,"- id_method : TEA
- genus_species: Ae. Aegypti
- Number of mosquitos: 6
- Blood fed: N
Mosquito selected from a pool of 6 mosquitoes; tube contained beads and broken up parts
id_method: Light trap then added to rna shield"
CMS002_025f_Rb_S145_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,19667.0,78690306,618,0.001,5366,1.0,5.879,1.46,whole,RNA,"33.954615, -117.693828",Mosquito,"- id_method : TEA
- genus_species: Ae. Aegypti
- Number of mosquitos: 6
- Blood fed: N
Mosquito selected from a pool of 6 mosquitoes; tube contained beads and broken up parts
id_method: Light trap then added to rna shield"
CMS002_026a_Rb_S146_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,17444.0,37269798,11688,0.031,29134,1.0,40.461,2.63,whole,RNA,"34.155852, -117.666926",Mosquito,"- id_method : TEA
- genus_species: Ae. Albopictus
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts
id_method: Light trap then added to rna shield"
CMS002_026b_Rb_S147_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,19047.0,56506648,18398,0.033,43114,1.0,33.194,2.94,whole,RNA,"34.150853, -117.642917",Mosquito,"- id_method : TEA
- genus_species: Cx. Quinquefasciatus
- Number of mosquitos: 8
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts
id_method: Light trap then added to rna shield"
CMS002_026c_Rb_S148_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,18501.0,60679324,25302,0.042,80830,1.0,36.633,2.7,whole,RNA,"33.935, -117.655833",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts
id_method: Light trap then added to rna shield"
CMS002_026d_Rb_S149_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,23734.0,96884414,44056,0.045,16830,1.0,25.12,3.12,whole,RNA,"33.925833, -117.659722",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts
id_method: Light trap then added to rna shield"
CMS002_026e_Rb_S150_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,19120.0,61840756,19820,0.032,99524,1.0,29.626,2.79,whole,RNA,"",Mosquito,"Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts
id_method: Light trap then added to rna shield"
CMS002_027a_Rb_S152_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,21345.0,37243342,33744,0.091,2060,1.0,6.28,1.85,whole,RNA,"34.150853, -117.642917",Mosquito,"- id_method : TEA
- genus_species: Cx. Quinquefasciatus
- Number of mosquitos: 8
- Blood fed: N
Mosquito selected from a pool of 8 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_027b_Rb_S153_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,26794.0,83431474,183742,0.22,8096,1.0,22.141,2.09,whole,RNA,"34.150853, -117.642917",Mosquito,"- id_method : TEA
- genus_species: Cx. Quinquefasciatus
- Number of mosquitos: 8
- Blood fed: N
Mosquito selected from a pool of 8 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_028a_Rb_S154_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,33427.0,78859068,115070,0.146,16582,1.0,29.676,2.26,whole,RNA,"33.935, -117.655833",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_028b_Rb_S155_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,32288.0,109203686,137308,0.126,24236,1.0,37.633,2.92,whole,RNA,"33.935, -117.655833",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_028c_Rb_S156_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,29999.0,91267932,125498,0.138,25946,1.0,21.624,2.39,whole,RNA,"33.935, -117.655833",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_028d_Rb_S157_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,32918.0,97823918,167862,0.172,24772,1.0,21.387,2.29,whole,RNA,"33.935, -117.655833",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_028e_Rb_S158_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,44860.0,124739806,676476,0.542,36290,1.0,39.917,2.24,whole,RNA,"33.935, -117.655833",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_029a_Rb_S159_L004,Kalani Ratnasiri,2018-07-16 16:20:53 -0700,COMPLETE,38325.0,93293792,309430,0.332,12848,1.0,22.224,1.75,whole,RNA,"33.925833, -117.659722",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_029b_Rb_S160_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,31536.0,85392072,182846,0.214,8450,1.0,31.565,2.04,whole,RNA,"33.925833, -117.659722",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_029c_Rb_S161_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,39920.0,93413514,194790,0.209,4918,1.0,15.273,2.26,whole,RNA,"33.925833, -117.659722",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_029d_Rb_S162_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,37694.0,78476036,300516,0.383,6896,1.0,18.516,1.84,whole,RNA,"33.925833, -117.659722",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_029e_Rb_S164_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,18842.0,25660162,193732,0.755,14406,1.0,69.626,1.5,whole,RNA,"33.925833, -117.659722",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_031a_Rb_S165_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,29689.0,46150948,286630,0.621,61106,1.0,44.548,1.63,whole,RNA,"33.516797, -116.082468",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_032a_Rb_S166_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,32522.0,63556578,495598,0.78,78602,1.0,59.192,1.51,whole,RNA,"33.516797, -116.082468",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 6
- Sex: males
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_033a_Rb_S167_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,38839.0,71357226,422242,0.592,31584,1.0,48.835,1.71,whole,RNA,"33.569223, -116.079206",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_034a_Rb_S168_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,21327.0,38621804,148282,0.384,24106,1.0,29.452,1.69,whole,RNA,"33.569223, -116.079206",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 4
- Sex: males
- Blood fed: N
Mosquito selected from a pool of 4 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_035a_Rb_S169_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,40182.0,73951030,626816,0.848,66950,1.0,52.661,1.63,whole,RNA,"33.539988, -116.078863",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_036a_Rb_S170_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,29348.0,37781352,280752,0.743,86656,1.0,73.63,1.54,whole,RNA,"33.539988, -116.078863",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Sex: males
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_037a_Rb_S171_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,36226.0,97570774,303764,0.311,17294,1.0,17.809,2.07,whole,RNA,"33.463593, -116.074278",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_038a_Rb_S172_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,36761.0,92324952,478196,0.518,43950,1.0,32.871,1.79,whole,RNA,"33.52908, -116.035213",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_039a_Rb_S173_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,32538.0,75161228,336788,0.448,47320,1.0,50.075,1.67,whole,RNA,"33.532468, -116.060957",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_040a_Rb_S174_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,27293.0,65632852,348576,0.531,68298,1.0,52.595,1.72,whole,RNA,"33.532468, -116.060957",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Sex: males
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_041a_Rb_S176_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,28185.0,49581704,200106,0.404,48380,1.0,45.773,1.71,whole,RNA,"33.510767, -115.920793",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_042a_Rb_S177_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,17957.0,34365364,72474,0.211,13178,1.0,70.572,1.68,whole,RNA,"33.525475, -115.956632",Mosquito,"- id_method : TEA
- genus_species: Cx. Tarsalis
- Number of mosquitos: 5
- Sex: females
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_044a_Rb_S178_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,18328.0,51576844,3738,0.007,24708,1.0,10.654,1.35,whole,RNA,"33.954531, -117.692953",Mosquito,"- id_method : TEA
- genus_species: Ae. Aegypti
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_044b_Rb_S179_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,18008.0,38526446,1582,0.004,56828,1.0,27.965,1.3,whole,RNA,"33.954531, -117.692953",Mosquito,"- id_method : TEA
- genus_species: Ae. Aegypti
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_044c_Rb_S180_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,20405.0,93622432,2034,0.002,24652,1.0,4.618,1.38,whole,RNA,"33.954531, -117.692953",Mosquito,"- id_method : TEA
- genus_species: Ae. Aegypti
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_044d_Rb_S181_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,21335.0,111230412,6034,0.005,66578,1.0,5.271,1.6,whole,RNA,"33.954531, -117.692953",Mosquito,"- id_method : TEA
- genus_species: Ae. Aegypti
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_044e_Rb_S182_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,17755.0,50807004,4226,0.008,165276,1.0,38.675,1.7,whole,RNA,"33.954531, -117.692953",Mosquito,"- id_method : TEA
- genus_species: Ae. Aegypti
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_045a_Rb_S183_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,26014.0,88956902,35756,0.04,21398,1.0,11.562,3.17,whole,RNA,"34.151881, -117.66295",Mosquito,"- id_method : TEA
- genus_species: Ae. Albopictus 
- Number of mosquitos: 7
- Blood fed: N
Mosquito selected from a pool of 7 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_045b_Rb_S184_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,21762.0,62566848,45804,0.073,92990,1.0,42.232,2.76,whole,RNA,"34.151881, -117.66295",Mosquito,"- id_method : TEA
- genus_species: Ae. Albopictus 
- Number of mosquitos: 7
- Blood fed: N
Mosquito selected from a pool of 7 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_045c_Rb_S185_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,19494.0,53689962,105124,0.196,346240,1.0,84.062,3.29,whole,RNA,"34.151881, -117.66295",Mosquito,"- id_method : TEA
- genus_species: Ae. Albopictus 
- Number of mosquitos: 7
- Blood fed: N
Mosquito selected from a pool of 7 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_045d_Rb_S186_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,21867.0,54817098,181534,0.331,49364,1.0,42.701,2.23,whole,RNA,"34.151881, -117.66295",Mosquito,"- id_method : TEA
- genus_species: Ae. Albopictus 
- Number of mosquitos: 7
- Blood fed: N
Mosquito selected from a pool of 7 mosquitoes
id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_045e_Rb_S188_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,25573.0,44910420,242958,0.541,83058,1.0,84.425,2.62,whole,RNA,"34.151881, -117.66295",Mosquito,"- id_method : TEA
- genus_species: Ae. Albopictus 
- Number of mosquitos: 7
- Blood fed: N
Mosquito selected from a pool of 7 mosquitoes"
CMS002_045f_Rb_S189_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,18008.0,34302400,21838,0.064,83472,1.0,79.355,3.19,whole,RNA,"34.151881, -117.66295",Mosquito,"- id_method : TEA
- genus_species: Ae. Albopictus 
- Number of mosquitos: 7
- Blood fed: N
Mosquito selected from a pool of 7 mosquitoes"
CMS002_045g_Rb_S190_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,18740.0,43011038,98364,0.229,59586,1.0,80.59,2.78,whole,RNA,"34.151881, -117.66295",Mosquito,"- id_method : TEA
- genus_species: Ae. Albopictus 
- Number of mosquitos: 7
- Blood fed: N
Mosquito selected from a pool of 7 mosquitoes"
CMS002_046a_Rb_S191_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,30491.0,99761686,89374,0.09,15644,1.0,10.715,2.0,whole,RNA,"33.9725, -117.714444",Mosquito,"- id_method : TEA
- genus_species: Cx. Quinquefasciatus
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts"
CMS002_046b_Rb_S192_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,21934.0,86797744,99992,0.115,15900,1.0,22.053,1.9,whole,RNA,"33.9725, -117.714444",Mosquito,"- id_method : TEA
- genus_species: Cx. Quinquefasciatus
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts"
CMS002_047a_Rb_S193_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,28350.0,75891160,145250,0.191,15406,1.0,28.666,2.09,whole,RNA,"33.93778, -117.633056",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 10
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts"
CMS002_047b_Rb_S194_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,18458.0,35774292,66854,0.187,58352,1.0,66.488,1.78,whole,RNA,"33.93778, -117.633056",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 10
- Blood fed: N
Mosquito selected from a pool of 10 mosquitoes; tube contained beads and broken up parts"
CMS002_047c_Rb_S195_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,28159.0,76639662,150590,0.196,30186,1.0,33.812,1.86,whole,RNA,"33.93778, -117.633056",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 10
- Blood fed: N
Mosquito selected from a pool of 10 mosquitoes; tube contained beads and broken up parts"
CMS002_047d_Rb_S196_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,29071.0,84501126,202738,0.24,31214,1.0,47.059,2.09,whole,RNA,"33.93778, -117.633056",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 10
- Blood fed: N
Mosquito selected from a pool of 10 mosquitoes; tube contained beads and broken up parts"
